STATION,NAME,DATE,Month,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",3/31/2017,March,,,,,,,,,0.74,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/1/2017,April,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/2/2017,April,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/3/2017,April,,,,,,,,,0.02,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/4/2017,April,,,,,,,,,0.59,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/5/2017,April,,,,,,,,,0.08,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/21/2017,April,,,,,,,,,0.27,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/22/2017,April,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/23/2017,April,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/24/2017,April,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/25/2017,April,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/26/2017,April,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/27/2017,April,,,,,,,,,0.24,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/28/2017,April,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/29/2017,April,,,,,,,,,0.01,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",4/30/2017,April,,,,,,,,,0.94,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/1/2017,May,,,,,,,,,0.96,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/2/2017,May,,,,,,,,,0.27,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/3/2017,May,,,,,,,,,0.02,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/4/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/5/2017,May,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/6/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/7/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/8/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/9/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/10/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/11/2017,May,,,,,,,,,0.07,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/12/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/13/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/14/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/15/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/16/2017,May,,,,,,,,,0.13,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/17/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/18/2017,May,,,,,,,,,0.09,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/19/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/20/2017,May,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/21/2017,May,,,,,,,,,0.35,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/22/2017,May,,,,,,,,,0.22,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/23/2017,May,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/24/2017,May,,,,,,,,,0.06,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/25/2017,May,,,,,,,,,0.18,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/26/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/27/2017,May,,,,,,,,,0.04,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/28/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/29/2017,May,,,,,,,,,0.23,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/30/2017,May,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",5/31/2017,May,,,,,,,,,0.09,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/1/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/2/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/3/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/4/2017,June,,,,,,,,,0.12,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/5/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/6/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/7/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/8/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/9/2017,June,,,,,,,,,0.02,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/10/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/11/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/12/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/13/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/14/2017,June,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/19/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/20/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/21/2017,June,,,,,,,,,0.14,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/22/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/23/2017,June,,,,,,,,,0.99,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/24/2017,June,,,,,,,,,0.18,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/25/2017,June,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/26/2017,June,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/27/2017,June,,,,,,,,,0.02,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/28/2017,June,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/29/2017,June,,,,,,,,,0.85,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",6/30/2017,June,,,,,,,,,0.03,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/1/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/2/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/3/2017,July,,,,,,,,,0.19,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/4/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/5/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/6/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/7/2017,July,,,,,,,,,0.34,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/8/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/9/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/10/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/11/2017,July,,,,,,,,,0.16,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/12/2017,July,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/13/2017,July,,,,,,,,,0.98,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/14/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/15/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/16/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/17/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/18/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/19/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/20/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/21/2017,July,,,,,,,,,0.02,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/22/2017,July,,,,,,,,,0.09,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/23/2017,July,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/24/2017,July,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/25/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/26/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/27/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/28/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/29/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/30/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",7/31/2017,July,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/1/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/2/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/3/2017,August,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/4/2017,August,,,,,,,,,0.52,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/5/2017,August,,,,,,,,,0.14,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/6/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/7/2017,August,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/8/2017,August,,,,,,,,,0.32,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/9/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/10/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/11/2017,August,,,,,,,,,0.1,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/12/2017,August,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/13/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/14/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/15/2017,August,,,,,,,,,0.04,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/16/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/17/2017,August,,,,,,,,,0.74,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/18/2017,August,,,,,,,,,0.23,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/19/2017,August,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/20/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/23/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/24/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/25/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/26/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/27/2017,August,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/28/2017,August,,,,,,,,,0.03,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/29/2017,August,,,,,,,,,0.06,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/30/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",8/31/2017,August,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/1/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/2/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/3/2017,September,,,,,,,,,0.04,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/5/2017,September,,,,,,,,,0.07,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/6/2017,September,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/7/2017,September,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/8/2017,September,,,,,,,,,0.19,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/9/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/10/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/11/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/12/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/13/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/14/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/15/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/16/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/17/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/18/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/19/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/20/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/21/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/22/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/23/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/24/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/25/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/26/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/27/2017,September,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/28/2017,September,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/29/2017,September,,,,,,,,,0.1,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",9/30/2017,September,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",10/1/2017,October,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",10/2/2017,October,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",10/3/2017,October,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",10/4/2017,October,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",10/5/2017,October,,,,,,,,,0.12,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",10/6/2017,October,,,,,,,,,0.72,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",10/7/2017,October,,,,,,,,,0.15,",,N",,,,,,,,,,,,,,,,,,,,,,,,
US1MIKN0043,"CALEDONIA 4.4 WNW, MI US",10/8/2017,October,,,,,,,,,0.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,
