YEAR,NAME,MONTH,SNOW
2017,"ALLENDALE 1.3 SSW, MI US",12,1.838888888888889
2017,"GRAND RAPIDS 4.6 ESE, MI US",12,1.8
2017,"ADA 0.7 SE, MI US",12,1.5799999999999998
